date,l_ipn,r_asn,f,label
26-07-2006,0,14779,1,-1
26-07-2006,0,15083,1,-1
26-07-2006,0,15635,1,-1
26-07-2006,0,15802,1,-1
26-07-2006,0,16735,1,-1
26-07-2006,0,17228,1,-1
26-07-2006,0,17401,2,-1
26-07-2006,0,17621,1,-1
26-07-2006,0,17771,22,-1
26-07-2006,0,18942,2,-1
26-07-2006,0,19296,1,-1
26-07-2006,0,20115,1,-1
26-07-2006,0,21844,2,-1
26-07-2006,0,24940,1,-1
26-07-2006,0,26831,1,-1
26-07-2006,0,28753,52,-1
26-07-2006,0,29558,1,-1
26-07-2006,0,29717,3,-1
26-07-2006,0,31820,1,-1
26-07-2006,0,33227,1,-1
26-07-2006,0,33287,62,-1
26-07-2006,0,33379,1,-1
26-07-2006,0,35970,1,-1
26-07-2006,1,1239,2,1
26-07-2006,1,3265,1660,-1
26-07-2006,1,3462,4,-1
26-07-2006,1,3561,11,-1
26-07-2006,1,4134,35,-1
26-07-2006,1,4266,2,-1
26-07-2006,1,4788,1,-1
26-07-2006,1,4837,30,-1
26-07-2006,1,5778,2,-1
26-07-2006,1,6405,7,-1
26-07-2006,1,6461,9,-1
26-07-2006,1,6478,1,-1
26-07-2006,1,7132,2,-1
26-07-2006,1,7497,3,-1
26-07-2006,1,7794,2,-1
26-07-2006,1,8167,2,-1
26-07-2006,1,8342,12,-1
26-07-2006,1,8522,2,-1
26-07-2006,1,8708,23,-1
26-07-2006,1,9121,2,-1
26-07-2006,1,9316,1,-1
26-07-2006,1,9318,2,-1
26-07-2006,1,9415,1,-1
26-07-2006,1,11486,2,-1
26-07-2006,1,12302,123,-1
26-07-2006,1,12859,67,-1
26-07-2006,1,13749,2,-1
26-07-2006,1,14778,10,-1
26-07-2006,1,14780,3,-1
26-07-2006,1,15169,3,-1
26-07-2006,1,17775,3,-1
26-07-2006,1,17964,1,-1
26-07-2006,1,18942,10,-1
26-07-2006,1,19548,3,-1
26-07-2006,1,21844,1,-1
26-07-2006,1,22291,1,-1
26-07-2006,1,22773,2,-1
26-07-2006,1,23248,2,-1
26-07-2006,1,23682,11,-1
26-07-2006,1,24900,2,-1
26-07-2006,1,24940,1,-1
26-07-2006,1,25897,2,-1
26-07-2006,1,28753,2,-1
26-07-2006,1,33130,2,-1
26-07-2006,1,33287,3,-1
26-07-2006,1,34320,2,-1
26-07-2006,1,35216,2,-1
26-07-2006,2,209,108,1
26-07-2006,2,701,1,1
26-07-2006,2,1312,109,1
26-07-2006,2,3561,14,-1
26-07-2006,2,4323,4,-1
26-07-2006,2,4837,1,-1
26-07-2006,2,5650,215,-1
26-07-2006,2,6106,6,-1
26-07-2006,2,6128,2,-1
26-07-2006,2,6366,1,-1
26-07-2006,2,6478,13,-1
26-07-2006,2,7018,164,-1
26-07-2006,2,7132,3,-1
26-07-2006,2,7377,100,-1
26-07-2006,2,11414,7,-1
26-07-2006,2,19181,1,-1
26-07-2006,2,19918,1616,-1
26-07-2006,2,24940,1,-1
26-07-2006,2,28753,3,-1
26-07-2006,2,30099,4,-1
26-07-2006,2,33260,4,-1
26-07-2006,2,33650,20,-1
26-07-2006,2,33651,8,-1
26-07-2006,2,36828,9,-1
26-07-2006,3,1239,1,1
26-07-2006,3,4134,2,-1
26-07-2006,3,4713,4,-1
26-07-2006,3,4812,1,-1
26-07-2006,3,4837,19,-1
26-07-2006,3,5778,2,-1
26-07-2006,3,8522,1,-1
26-07-2006,3,17775,1,-1
26-07-2006,3,18942,2,-1
26-07-2006,3,22773,1,-1
26-07-2006,3,24900,1,-1
26-07-2006,3,24940,1,-1
26-07-2006,3,28753,2,-1
26-07-2006,3,33130,1,-1
26-07-2006,3,35216,1,-1
26-07-2006,4,1668,62,1
26-07-2006,4,3561,4,-1
26-07-2006,4,3701,4,-1
26-07-2006,4,4181,49,-1
26-07-2006,4,4323,1,-1
26-07-2006,4,4837,2,-1
26-07-2006,4,5686,22,-1
26-07-2006,4,6992,20,-1
26-07-2006,4,7132,16,-1
26-07-2006,4,8176,18,-1
26-07-2006,4,9156,24,-1
26-07-2006,4,14778,11,-1
26-07-2006,4,15169,6,-1
26-07-2006,4,17964,1,-1
26-07-2006,4,18942,10,-1
26-07-2006,4,22855,30,-1
26-07-2006,4,23342,4,-1
26-07-2006,4,24940,1,-1
26-07-2006,4,28753,7,-1
26-07-2006,4,31976,96,-1
26-07-2006,4,36856,47,-1
26-07-2006,5,1239,2,1
26-07-2006,5,2152,2,-1
26-07-2006,5,3356,1,-1
26-07-2006,5,3561,1,-1
26-07-2006,5,4134,2,-1
26-07-2006,5,4837,22,-1
26-07-2006,5,5778,2,-1
26-07-2006,5,8070,4,-1
26-07-2006,5,8075,5,-1
26-07-2006,5,8522,2,-1
26-07-2006,5,13867,2,-1
26-07-2006,5,17775,2,-1
26-07-2006,5,18942,2,-1
26-07-2006,5,22773,1,-1
26-07-2006,5,24900,2,-1
26-07-2006,5,24940,1,-1
26-07-2006,5,28753,1,-1
26-07-2006,5,33130,1,-1
26-07-2006,5,35216,2,-1
26-07-2006,6,1239,4,1
26-07-2006,6,4134,12,-1
26-07-2006,6,4837,47,-1
26-07-2006,6,5778,6,-1
26-07-2006,6,8522,2,-1
26-07-2006,6,17775,2,-1
26-07-2006,6,18942,1,-1
26-07-2006,6,22773,2,-1
26-07-2006,6,24900,2,-1
26-07-2006,6,24940,2,-1
26-07-2006,6,28753,2,-1
26-07-2006,6,33287,2,-1
26-07-2006,6,35216,7,-1
26-07-2006,6,36856,4,-1
26-07-2006,7,71,24,1
26-07-2006,7,109,1,1
26-07-2006,7,855,2,1
26-07-2006,7,1224,1,1
26-07-2006,7,1239,13,1
26-07-2006,7,1889,1,1
26-07-2006,7,2152,117,-1
26-07-2006,7,2914,2,-1
26-07-2006,7,3356,5,-1
26-07-2006,7,3561,29,-1
26-07-2006,7,3701,3,-1
26-07-2006,7,4265,4,-1
26-07-2006,7,4436,5,-1
26-07-2006,7,5778,6,-1
26-07-2006,7,6354,14,-1
26-07-2006,7,6432,29,-1
26-07-2006,7,7342,2,-1
26-07-2006,7,7859,6,-1
26-07-2006,7,8075,2,-1
26-07-2006,7,8522,2,-1
26-07-2006,7,9156,26,-1
26-07-2006,7,10532,2,-1
26-07-2006,7,10763,4,-1
26-07-2006,7,11944,15,-1
26-07-2006,7,12168,4,-1
26-07-2006,7,12179,2,-1
26-07-2006,7,12180,2,-1
26-07-2006,7,12182,26,-1
26-07-2006,7,12222,35,-1
26-07-2006,7,13471,29,-1
26-07-2006,7,13867,25,-1
26-07-2006,7,14494,12,-1
26-07-2006,7,14776,3,-1
26-07-2006,7,14779,2,-1
26-07-2006,7,14806,2,-1
26-07-2006,7,15169,215,-1
26-07-2006,7,16509,6,-1
26-07-2006,7,17233,2,-1
26-07-2006,7,18924,48,-1
26-07-2006,7,19024,1,-1
26-07-2006,7,19296,3,-1
26-07-2006,7,19647,2,-1
26-07-2006,7,21792,8,-1
26-07-2006,7,21844,49,-1
26-07-2006,7,23342,3,-1
26-07-2006,7,25751,2,-1
26-07-2006,7,25867,36,-1
26-07-2006,7,26056,11,-1
26-07-2006,7,26101,3,-1
26-07-2006,7,32313,11,-1
26-07-2006,7,33130,2,-1
26-07-2006,7,33694,6,-1
26-07-2006,7,35216,2,-1
26-07-2006,7,36856,51,-1
26-07-2006,8,109,1,1
26-07-2006,8,209,5,1
26-07-2006,8,559,3,1
26-07-2006,8,786,10,1
26-07-2006,8,1239,14,1
26-07-2006,8,1668,4,1
26-07-2006,8,2152,11,-1
26-07-2006,8,3356,1,-1
26-07-2006,8,3561,18,-1
26-07-2006,8,3701,4,-1
26-07-2006,8,4266,2,-1
26-07-2006,8,4565,1,-1
26-07-2006,8,4694,3,-1
26-07-2006,8,5662,11,-1
26-07-2006,8,5719,6,-1
26-07-2006,8,6140,2,-1
26-07-2006,8,6517,3,-1
26-07-2006,8,7018,14,-1
26-07-2006,8,7045,2,-1
26-07-2006,8,7065,9,-1
26-07-2006,8,7342,2,-1
26-07-2006,8,7859,13,-1
26-07-2006,8,8001,2,-1
26-07-2006,8,8070,3,-1
26-07-2006,8,8075,7,-1
26-07-2006,8,8522,1,-1
26-07-2006,8,10913,2,-1
26-07-2006,8,11051,4,-1
26-07-2006,8,11078,3,-1
26-07-2006,8,11486,4,-1
26-07-2006,8,11499,7,-1
26-07-2006,8,12222,8,-1
26-07-2006,8,12552,2,-1
26-07-2006,8,13890,2,-1
26-07-2006,8,15169,474,-1
26-07-2006,8,17374,3,-1
26-07-2006,8,22001,1,-1
26-07-2006,8,22205,2,-1
26-07-2006,8,22822,4,-1
26-07-2006,8,22982,2,-1
26-07-2006,8,27357,2,-1
26-07-2006,8,28990,12,-1
26-07-2006,8,30687,1,-1
26-07-2006,8,33130,1,-1
26-07-2006,8,33554,2,-1
26-07-2006,8,35216,1,-1
26-07-2006,9,209,4,1
26-07-2006,9,797,153,1
26-07-2006,9,1239,6,1
26-07-2006,9,1668,8,1
26-07-2006,9,2152,351,-1
26-07-2006,9,2828,4,-1
26-07-2006,9,2914,5,-1
26-07-2006,9,3313,3,-1
26-07-2006,9,3340,8,-1
26-07-2006,9,3356,24,-1
26-07-2006,9,3561,53,-1
26-07-2006,9,4265,3,-1
26-07-2006,9,4355,31,-1
26-07-2006,9,5413,2,-1
26-07-2006,9,5779,275,-1
26-07-2006,9,6432,20,-1
26-07-2006,9,6478,2,-1
26-07-2006,9,7018,12,-1
26-07-2006,9,7091,1,-1
26-07-2006,9,7132,21,-1
26-07-2006,9,7349,27,-1
26-07-2006,9,7743,21,-1
26-07-2006,9,7837,2,-1
26-07-2006,9,7859,9,-1
26-07-2006,9,8070,7,-1
26-07-2006,9,8075,92,-1
26-07-2006,9,8176,6,-1
26-07-2006,9,8220,1,-1
26-07-2006,9,10532,17,-1
26-07-2006,9,10763,5,-1
26-07-2006,9,10794,65,-1
26-07-2006,9,11440,4,-1
26-07-2006,9,11486,19,-1
26-07-2006,9,12168,10,-1
26-07-2006,9,12179,2,-1
26-07-2006,9,12182,3,-1
26-07-2006,9,12217,10,-1
26-07-2006,9,12222,29,-1
26-07-2006,9,12312,6,-1
26-07-2006,9,12363,23,-1
26-07-2006,9,13768,1,-1
26-07-2006,9,14280,1,-1
26-07-2006,9,14297,2,-1
26-07-2006,9,14443,5,-1
26-07-2006,9,14742,11,-1
26-07-2006,9,14745,3,-1
26-07-2006,9,14780,537,-1
26-07-2006,9,14904,9,-1
26-07-2006,9,15169,254,-1
26-07-2006,9,15598,12,-1
26-07-2006,9,16432,24,-1
26-07-2006,9,16509,8,-1
26-07-2006,9,16861,27,-1
26-07-2006,9,17225,4,-1
26-07-2006,9,17392,1,-1
26-07-2006,9,19024,1,-1
26-07-2006,9,19262,2,-1
26-07-2006,9,19296,9,-1
26-07-2006,9,19536,23,-1
26-07-2006,9,20183,5,-1
26-07-2006,9,20284,2,-1
26-07-2006,9,21844,7,-1
26-07-2006,9,22277,2,-1
26-07-2006,9,22883,5,-1
26-07-2006,9,25751,16,-1
26-07-2006,9,26101,94,-1
26-07-2006,9,27357,7,-1
26-07-2006,9,30099,6,-1
26-07-2006,9,30475,32,-1
26-07-2006,9,30678,8,-1
26-07-2006,9,31815,196,-1
26-07-2006,9,32244,1,-1
26-07-2006,9,33419,1,-1
26-07-2006,9,36088,246,-1
26-07-2006,9,36347,1,-1
26-07-2006,9,36839,3,-1
26-07-2006,9,36856,2,-1
27-07-2006,0,27,1,1
27-07-2006,0,209,1,1
27-07-2006,0,701,11,1
27-07-2006,0,1239,26,1
27-07-2006,0,1267,1,1
27-07-2006,0,1273,1,1
27-07-2006,0,2914,1,-1
27-07-2006,0,3352,1,-1
27-07-2006,0,3462,1,-1
27-07-2006,0,3561,28,-1
27-07-2006,0,3671,3,-1
27-07-2006,0,3741,3,-1
27-07-2006,0,3786,1,-1
27-07-2006,0,4544,1,-1
27-07-2006,0,4713,15,-1
27-07-2006,0,4755,1,-1
27-07-2006,0,4766,1,-1
27-07-2006,0,4837,107,-1
27-07-2006,0,5617,2,-1
27-07-2006,0,5739,1,-1
27-07-2006,0,5778,1,-1
27-07-2006,0,6432,2,-1
27-07-2006,0,6461,1,-1
27-07-2006,0,6724,3,-1
27-07-2006,0,6939,1,-1
27-07-2006,0,6993,2,-1
27-07-2006,0,8002,1,-1
27-07-2006,0,8113,1,-1
27-07-2006,0,8708,1,-1
27-07-2006,0,9038,1,-1
27-07-2006,0,11351,1,-1
27-07-2006,0,11426,1,-1
27-07-2006,0,11486,1,-1
27-07-2006,0,11532,1,-1
27-07-2006,0,13462,30,-1
27-07-2006,0,13749,1,-1
27-07-2006,0,13867,2,-1
27-07-2006,0,15083,4,-1
27-07-2006,0,16338,1,-1
27-07-2006,0,17896,1,-1
27-07-2006,0,19115,1,-1
27-07-2006,0,27229,1,-1
27-07-2006,0,27668,1,-1
27-07-2006,0,27699,1,-1
27-07-2006,0,29558,1,-1
27-07-2006,0,29717,3,-1
27-07-2006,0,30099,1,-1
27-07-2006,0,30496,1,-1
27-07-2006,0,31820,1,-1
27-07-2006,0,32575,2,-1
27-07-2006,0,33379,1,-1
27-07-2006,1,27,1,1
27-07-2006,1,2152,1,-1
27-07-2006,1,3265,1368,-1
27-07-2006,1,3352,1,-1
27-07-2006,1,3462,1,-1
27-07-2006,1,3561,15,-1
27-07-2006,1,3786,1,-1
27-07-2006,1,3794,2,-1
27-07-2006,1,4134,5,-1
27-07-2006,1,4230,2,-1
27-07-2006,1,4266,2,-1
27-07-2006,1,4323,1,-1
27-07-2006,1,4814,1,-1
27-07-2006,1,5617,1,-1
27-07-2006,1,6364,2,-1
27-07-2006,1,6400,1,-1
27-07-2006,1,6405,22,-1
27-07-2006,1,6724,7,-1
27-07-2006,1,7018,4,-1
27-07-2006,1,7132,2,-1
27-07-2006,1,7332,2,-1
27-07-2006,1,8075,2,-1
27-07-2006,1,8708,3,-1
27-07-2006,1,11486,11,-1
27-07-2006,1,12302,133,-1
27-07-2006,1,12322,2,-1
27-07-2006,1,12880,1,-1
27-07-2006,1,13749,7,-1
27-07-2006,1,14398,4,-1
27-07-2006,1,14777,5,-1
27-07-2006,1,14778,2,-1
27-07-2006,1,15169,3,-1
27-07-2006,1,18566,2,-1
27-07-2006,1,19262,2,-1
27-07-2006,1,22773,1,-1
27-07-2006,1,23584,2,-1
27-07-2006,1,26780,3,-1
27-07-2006,1,27257,7,-1
27-07-2006,1,30496,1,-1
27-07-2006,1,32575,2,-1
27-07-2006,1,33651,1,-1
27-07-2006,1,33668,2,-1
27-07-2006,2,27,1,1
27-07-2006,2,31,1,1
27-07-2006,2,209,39,1
27-07-2006,2,1239,1,1
27-07-2006,2,1312,85,1
27-07-2006,2,3561,7,-1
27-07-2006,2,3659,1,-1
27-07-2006,2,3786,1,-1
27-07-2006,2,4323,12,-1
27-07-2006,2,5617,1,-1
27-07-2006,2,5650,176,-1
27-07-2006,2,6128,10,-1
27-07-2006,2,6478,6,-1
27-07-2006,2,6724,1,-1
27-07-2006,2,7018,232,-1
27-07-2006,2,7132,3,-1
27-07-2006,2,7377,76,-1
27-07-2006,2,8708,1,-1
27-07-2006,2,11414,3,-1
27-07-2006,2,11939,10,-1
27-07-2006,2,12182,10,-1
27-07-2006,2,13749,1,-1
27-07-2006,2,15169,3,-1
27-07-2006,2,19918,1353,-1
27-07-2006,2,29863,4,-1
27-07-2006,2,30099,4,-1
27-07-2006,2,30496,1,-1
27-07-2006,2,32575,2,-1
27-07-2006,2,33260,4,-1
27-07-2006,2,33438,1,-1
27-07-2006,2,33651,3,-1
27-07-2006,3,27,2,1
27-07-2006,3,1239,1,1
27-07-2006,3,2152,1,-1
27-07-2006,3,3786,2,-1
27-07-2006,3,4713,1,-1
27-07-2006,3,4812,1,-1
27-07-2006,3,5617,2,-1
27-07-2006,3,6364,2,-1
27-07-2006,3,6724,3,-1
27-07-2006,3,7018,4,-1
27-07-2006,3,7332,1,-1
27-07-2006,3,8708,3,-1
27-07-2006,3,9318,2,-1
27-07-2006,3,12322,1,-1
27-07-2006,3,13749,2,-1
27-07-2006,3,17775,1,-1
27-07-2006,3,18566,2,-1
27-07-2006,3,25973,1,-1
27-07-2006,3,27257,2,-1
27-07-2006,3,30496,2,-1
27-07-2006,3,32575,2,-1
27-07-2006,4,27,1,1
27-07-2006,4,1668,2,1
27-07-2006,4,2152,2,-1
27-07-2006,4,3561,20,-1
27-07-2006,4,3701,2,-1
27-07-2006,4,3786,1,-1
27-07-2006,4,5617,1,-1
27-07-2006,4,6724,7,-1
27-07-2006,4,6992,2,-1
27-07-2006,4,7018,7,-1
27-07-2006,4,7132,1,-1
27-07-2006,4,7332,2,-1
27-07-2006,4,8176,4,-1
27-07-2006,4,8473,97,-1
27-07-2006,4,8642,37,-1
27-07-2006,4,8708,1,-1
27-07-2006,4,9156,25,-1
27-07-2006,4,13749,1,-1
27-07-2006,4,13768,4,-1
27-07-2006,4,14383,7,-1
27-07-2006,4,14778,6,-1
27-07-2006,4,14779,14,-1
27-07-2006,4,15169,21,-1
27-07-2006,4,16582,4,-1
27-07-2006,4,19152,2,-1
27-07-2006,4,19318,1,-1
27-07-2006,4,22855,32,-1
27-07-2006,4,23342,2,-1
27-07-2006,4,27257,3,-1
27-07-2006,4,30496,1,-1
27-07-2006,4,31167,2,-1
27-07-2006,4,31976,96,-1
27-07-2006,4,32575,2,-1
27-07-2006,4,33651,32,-1
27-07-2006,4,35315,11,-1
27-07-2006,4,36856,58,-1
27-07-2006,5,27,1,1
27-07-2006,5,2152,3,-1
27-07-2006,5,3209,3,-1
27-07-2006,5,3561,1,-1
27-07-2006,5,3786,2,-1
27-07-2006,5,4812,2,-1
27-07-2006,5,5617,2,-1
27-07-2006,5,6364,2,-1
27-07-2006,5,6724,3,-1
27-07-2006,5,7018,6,-1
27-07-2006,5,7132,1,-1
27-07-2006,5,7332,2,-1
27-07-2006,5,8070,4,-1
27-07-2006,5,8075,6,-1
27-07-2006,5,8708,3,-1
27-07-2006,5,11071,1,-1
27-07-2006,5,12322,2,-1
27-07-2006,5,13749,2,-1
27-07-2006,5,13867,2,-1
27-07-2006,5,17897,1,-1
27-07-2006,5,18566,1,-1
27-07-2006,5,27257,2,-1
27-07-2006,5,30496,2,-1
27-07-2006,5,32575,2,-1
27-07-2006,6,27,2,1
27-07-2006,6,1239,2,1
27-07-2006,6,2152,2,-1
27-07-2006,6,3741,2,-1
27-07-2006,6,3786,2,-1
27-07-2006,6,4134,5,-1
27-07-2006,6,4812,2,-1
27-07-2006,6,5617,2,-1
27-07-2006,6,6364,2,-1
27-07-2006,6,6724,2,-1
27-07-2006,6,7018,4,-1
27-07-2006,6,7332,2,-1
27-07-2006,6,8708,3,-1
27-07-2006,6,12322,2,-1
27-07-2006,6,18566,2,-1
27-07-2006,6,27257,2,-1
27-07-2006,6,30496,2,-1
27-07-2006,6,32575,2,-1
27-07-2006,7,71,4,1
27-07-2006,7,109,3,1
27-07-2006,7,209,1,1
27-07-2006,7,766,1,1
27-07-2006,7,1239,32,1
27-07-2006,7,1781,1,1
27-07-2006,7,2152,83,-1
27-07-2006,7,3333,1,-1
27-07-2006,7,3356,13,-1
27-07-2006,7,3561,116,-1
27-07-2006,7,3614,6,-1
27-07-2006,7,3701,6,-1
27-07-2006,7,6432,21,-1
27-07-2006,7,8070,1,-1
27-07-2006,7,8075,2,-1
27-07-2006,7,8176,5,-1
27-07-2006,7,8560,4,-1
27-07-2006,7,8708,1,-1
27-07-2006,7,9156,20,-1
27-07-2006,7,9723,13,-1
27-07-2006,7,10763,1,-1
27-07-2006,7,10910,2,-1
27-07-2006,7,11351,1,-1
27-07-2006,7,11486,1,-1
27-07-2006,7,12168,8,-1
27-07-2006,7,12182,30,-1
27-07-2006,7,12222,64,-1
27-07-2006,7,12322,2,-1
27-07-2006,7,13768,5,-1
27-07-2006,7,14383,6,-1
27-07-2006,7,14806,1,-1
27-07-2006,7,15169,103,-1
27-07-2006,7,16482,4,-1
27-07-2006,7,16509,47,-1
27-07-2006,7,17225,1,-1
27-07-2006,7,18924,48,-1
27-07-2006,7,21817,2,-1
27-07-2006,7,21839,1,-1
27-07-2006,7,21844,49,-1
27-07-2006,7,25867,6,-1
27-07-2006,7,26496,5,-1
27-07-2006,7,29720,2,-1
27-07-2006,7,31800,12,-1
27-07-2006,7,36856,59,-1
27-07-2006,8,16,1,1
27-07-2006,8,17,1,1
27-07-2006,8,70,31,1
27-07-2006,8,109,3,1
27-07-2006,8,156,1,1
27-07-2006,8,209,1,1
27-07-2006,8,224,10,1
27-07-2006,8,559,2,1
27-07-2006,8,786,4,1
27-07-2006,8,1668,22,1
27-07-2006,8,1757,12,1
27-07-2006,8,2269,2,-1
27-07-2006,8,3561,7,-1
27-07-2006,8,3701,5,-1
27-07-2006,8,4355,4,-1
27-07-2006,8,4716,3,-1
27-07-2006,8,5662,15,-1
27-07-2006,8,5686,4,-1
27-07-2006,8,6746,1,-1
27-07-2006,8,6893,1,-1
27-07-2006,8,7349,3,-1
27-07-2006,8,7859,2,-1
27-07-2006,8,8070,2,-1
27-07-2006,8,8176,4,-1
27-07-2006,8,8708,1,-1
27-07-2006,8,11995,3,-1
27-07-2006,8,12322,1,-1
27-07-2006,8,14742,12,-1
27-07-2006,8,15169,372,-1
27-07-2006,8,16237,3,-1
27-07-2006,8,19271,3,-1
27-07-2006,8,29825,1,-1
27-07-2006,8,30475,10,-1
27-07-2006,8,32575,94,-1
27-07-2006,9,102,167,1
27-07-2006,9,111,1,1
27-07-2006,9,174,3,1
27-07-2006,9,209,5,1
27-07-2006,9,797,8,1
27-07-2006,9,1226,5,1
27-07-2006,9,2152,60,-1
27-07-2006,9,2914,4,-1
27-07-2006,9,3356,2,-1
27-07-2006,9,3561,55,-1
27-07-2006,9,4182,17,-1
27-07-2006,9,4265,2,-1
27-07-2006,9,4323,9,-1
27-07-2006,9,4678,2,-1
27-07-2006,9,6432,130,-1
27-07-2006,9,7132,21,-1
27-07-2006,9,7296,2,-1
27-07-2006,9,7349,12,-1
27-07-2006,9,8070,3,-1
27-07-2006,9,8075,59,-1
27-07-2006,9,8121,1,-1
27-07-2006,9,11486,6,-1
27-07-2006,9,11643,7,-1
27-07-2006,9,11669,77,-1
27-07-2006,9,12168,4,-1
27-07-2006,9,12179,18,-1
27-07-2006,9,12182,11,-1
27-07-2006,9,12217,9,-1
27-07-2006,9,12222,16,-1
27-07-2006,9,13756,23,-1
27-07-2006,9,13890,37,-1
27-07-2006,9,14280,1,-1
27-07-2006,9,14743,2,-1
27-07-2006,9,15130,3,-1
27-07-2006,9,15169,637,-1
27-07-2006,9,15226,7,-1
27-07-2006,9,15598,6,-1
27-07-2006,9,17226,242,-1
27-07-2006,9,19306,4,-1
27-07-2006,9,22205,2,-1
27-07-2006,9,22277,2,-1
27-07-2006,9,22747,19,-1
27-07-2006,9,23816,1,-1
27-07-2006,9,25751,5,-1
27-07-2006,9,26228,2,-1
27-07-2006,9,26347,2,-1
27-07-2006,9,29720,11,-1
27-07-2006,9,32313,3,-1
27-07-2006,9,33419,5,-1
27-07-2006,9,33694,2,-1
27-07-2006,9,36856,2,-1
28-07-2006,0,46,1,1
28-07-2006,0,209,1,1
28-07-2006,0,701,3,1
28-07-2006,0,1239,603,1
28-07-2006,0,1901,2,1
28-07-2006,0,2856,2,-1
28-07-2006,0,3269,1,-1
28-07-2006,0,3462,1,-1
28-07-2006,0,3495,1,-1
28-07-2006,0,3561,50,-1
28-07-2006,0,3671,6,-1
28-07-2006,0,3786,1,-1
28-07-2006,0,4732,1,-1
28-07-2006,0,4812,58,-1
28-07-2006,0,5390,1,-1
28-07-2006,0,6432,1,-1
28-07-2006,0,6461,1,-1
28-07-2006,0,6939,1,-1
28-07-2006,0,6993,2,-1
28-07-2006,0,7132,1,-1
28-07-2006,0,9304,1,-1
28-07-2006,0,9316,1,-1
28-07-2006,0,10311,1,-1
28-07-2006,0,11426,1,-1
28-07-2006,0,11427,2,-1
28-07-2006,0,11955,1,-1
28-07-2006,0,13343,1,-1
28-07-2006,0,13462,33,-1
28-07-2006,0,13749,1,-1
28-07-2006,0,13867,2,-1
28-07-2006,0,15763,1,-1
28-07-2006,0,15802,1,-1
28-07-2006,0,17228,1,-1
28-07-2006,0,17964,34,-1
28-07-2006,0,19262,1,-1
28-07-2006,0,19548,1,-1
28-07-2006,0,19893,1,-1
28-07-2006,0,20115,1,-1
28-07-2006,0,20161,2,-1
28-07-2006,0,21844,2,-1
28-07-2006,0,21889,1,-1
28-07-2006,0,22047,1,-1
28-07-2006,0,22927,1,-1
28-07-2006,0,24400,79,-1
28-07-2006,0,25761,1,-1
28-07-2006,0,26831,1,-1
28-07-2006,0,29562,1,-1
28-07-2006,0,30315,1,-1
28-07-2006,0,30496,592,-1
28-07-2006,0,30923,1,-1
28-07-2006,1,46,1,1
28-07-2006,1,209,1,1
28-07-2006,1,852,2,1
28-07-2006,1,1739,19,1
28-07-2006,1,1901,2,1
28-07-2006,1,2897,1,-1
28-07-2006,1,3265,1369,-1
28-07-2006,1,3561,13,-1
28-07-2006,1,4134,1,-1
28-07-2006,1,4266,2,-1
28-07-2006,1,4802,2,-1
28-07-2006,1,4812,156,-1
28-07-2006,1,6724,2,-1
28-07-2006,1,7015,2,-1
28-07-2006,1,7643,1,-1
28-07-2006,1,8075,15,-1
28-07-2006,1,8708,1,-1
28-07-2006,1,8972,6,-1
28-07-2006,1,9316,2,-1
28-07-2006,1,9318,1,-1
28-07-2006,1,9800,6,-1
28-07-2006,1,9929,4,-1
28-07-2006,1,10316,1,-1
28-07-2006,1,11486,2,-1
28-07-2006,1,12302,135,-1
28-07-2006,1,12322,4,-1
28-07-2006,1,13749,5,-1
28-07-2006,1,14778,6,-1
28-07-2006,1,14780,1,-1
28-07-2006,1,15083,2,-1
28-07-2006,1,15169,1,-1
28-07-2006,1,17709,2,-1
28-07-2006,1,17964,5,-1
28-07-2006,1,20161,26,-1
28-07-2006,1,21844,2,-1
28-07-2006,1,22792,1,-1
28-07-2006,1,24400,79,-1
28-07-2006,1,25761,23,-1
28-07-2006,1,26627,1,-1
28-07-2006,1,29208,3,-1
28-07-2006,1,30315,2,-1
28-07-2006,1,30496,606,-1
28-07-2006,1,34320,2,-1
28-07-2006,2,46,1,1
28-07-2006,2,209,55,1
28-07-2006,2,1239,442,1
28-07-2006,2,1312,154,1
28-07-2006,2,1901,2,1
28-07-2006,2,3561,7,-1
28-07-2006,2,4812,36,-1
28-07-2006,2,5650,162,-1
28-07-2006,2,5661,2,-1
28-07-2006,2,6364,1,-1
28-07-2006,2,6366,1,-1
28-07-2006,2,6478,2,-1
28-07-2006,2,7018,5,-1
28-07-2006,2,7132,3,-1
28-07-2006,2,7377,143,-1
28-07-2006,2,9316,1,-1
28-07-2006,2,11414,6,-1
28-07-2006,2,13749,1,-1
28-07-2006,2,16572,20,-1
28-07-2006,2,17964,7,-1
28-07-2006,2,19918,185,-1
28-07-2006,2,21844,2,-1
28-07-2006,2,24400,79,-1
28-07-2006,2,29863,4,-1
28-07-2006,2,30315,1,-1
28-07-2006,2,30496,207,-1
28-07-2006,2,33260,16,-1
28-07-2006,2,33650,17,-1
28-07-2006,2,33651,25,-1
28-07-2006,3,46,2,1
28-07-2006,3,852,4,1
28-07-2006,3,1901,3,1
28-07-2006,3,4134,5,-1
28-07-2006,3,4812,4,-1
28-07-2006,3,8708,1,-1
28-07-2006,3,8972,5,-1
28-07-2006,3,9316,2,-1
28-07-2006,3,9800,2,-1
28-07-2006,3,12322,2,-1
28-07-2006,3,13749,2,-1
28-07-2006,3,15083,1,-1
28-07-2006,3,17964,2,-1
28-07-2006,3,20161,1,-1
28-07-2006,3,21844,2,-1
28-07-2006,3,24400,3,-1
